GO term 1	GO term 2	simRel	Lin	Res	Jiang
GO:0005537	GO:0014834	0.00	0.00	0.00	0.00
GO:0005537	GO:0015859	0.00	0.00	0.00	0.00
GO:0005537	GO:0015895	0.00	0.00	0.00	0.00
GO:0005537	GO:0016043	0.00	0.00	0.00	0.00
GO:0005537	GO:0016046	0.00	0.00	0.00	0.00
GO:0005537	GO:0016113	0.00	0.00	0.00	0.00
GO:0005537	GO:0016183	0.00	0.00	0.00	0.00
GO:0005537	GO:0016203	0.00	0.00	0.00	0.00
GO:0005537	GO:0016281	0.00	0.00	0.00	0.00
GO:0005537	GO:0018012	0.00	0.00	0.00	0.00
GO:0005537	GO:0018070	0.00	0.00	0.00	0.00
GO:0005537	GO:0018185	0.00	0.00	0.00	0.00
GO:0005537	GO:0018424	0.00	0.00	0.00	0.00
GO:0005537	GO:0018888	0.00	0.00	0.00	0.00
GO:0005537	GO:0018915	0.00	0.00	0.00	0.00
GO:0005537	GO:0019288	0.00	0.00	0.00	0.00
GO:0005537	GO:0019406	0.00	0.00	0.00	0.00
GO:0005537	GO:0019773	0.00	0.00	0.00	0.00
GO:0005537	GO:0021512	0.00	0.00	0.00	0.00
GO:0005537	GO:0021546	0.00	0.00	0.00	0.00
GO:0005537	GO:0021626	0.00	0.00	0.00	0.00
GO:0005537	GO:0021902	0.00	0.00	0.00	0.00
GO:0005537	GO:0021935	0.00	0.00	0.00	0.00
GO:0005537	GO:0030056	0.00	0.00	0.00	0.00
GO:0005537	GO:0030321	0.00	0.00	0.00	0.00
GO:0005537	GO:0030517	0.00	0.00	0.00	0.00
GO:0005537	GO:0030968	0.00	0.00	0.00	0.00
GO:0005537	GO:0031027	0.00	0.00	0.00	0.00
GO:0005537	GO:0031055	0.00	0.00	0.00	0.00
GO:0005537	GO:0031361	0.00	0.00	0.00	0.00
GO:0005537	GO:0032151	0.00	0.00	0.00	0.00
GO:0005537	GO:0032170	0.00	0.00	0.00	0.00
GO:0005537	GO:0032276	0.00	0.00	0.00	0.00
GO:0005537	GO:0032446	0.00	0.00	0.00	0.00
GO:0005537	GO:0032585	0.00	0.00	0.00	0.00
GO:0005537	GO:0032612	0.00	0.00	0.00	0.00
GO:0005537	GO:0032677	0.00	0.00	0.00	0.00
GO:0005537	GO:0032701	0.00	0.00	0.00	0.00
GO:0005537	GO:0032803	0.00	0.00	0.00	0.00
GO:0005537	GO:0032944	0.00	0.00	0.00	0.00
GO:0005537	GO:0033013	0.00	0.00	0.00	0.00
GO:0005537	GO:0033323	0.00	0.00	0.00	0.00
GO:0005537	GO:0033537	0.00	0.00	0.00	0.00
GO:0005537	GO:0033674	0.00	0.00	0.00	0.00
GO:0005537	GO:0033859	0.00	0.00	0.00	0.00
GO:0005537	GO:0034727	0.00	0.00	0.00	0.00
GO:0005537	GO:0035089	0.00	0.00	0.00	0.00
GO:0005537	GO:0035626	0.00	0.00	0.00	0.00
GO:0005537	GO:0035728	0.00	0.00	0.00	0.00
GO:0005537	GO:0035796	0.00	0.00	0.00	0.00
GO:0005537	GO:0035906	0.00	0.00	0.00	0.00
GO:0005537	GO:0038031	0.00	0.00	0.00	0.00
GO:0005537	GO:0039510	0.00	0.00	0.00	0.00
GO:0005537	GO:0042077	0.00	0.00	0.00	0.00
GO:0005537	GO:0042332	0.00	0.00	0.00	0.00
GO:0005537	GO:0042429	0.00	0.00	0.00	0.00
GO:0005537	GO:0042642	0.00	0.00	0.00	0.00
GO:0005537	GO:0042846	0.00	0.00	0.00	0.00
GO:0005537	GO:0042942	0.00	0.00	0.00	0.00
GO:0005537	GO:0043247	0.00	0.00	0.00	0.00
GO:0005537	GO:0043384	0.00	0.00	0.00	0.00
GO:0005537	GO:0043513	0.00	0.00	0.00	0.00
GO:0005537	GO:0043589	0.00	0.00	0.00	0.00
GO:0005537	GO:0043978	0.00	0.00	0.00	0.00
GO:0005537	GO:0043988	0.00	0.00	0.00	0.00
GO:0005537	GO:0044064	0.00	0.00	0.00	0.00
GO:0005537	GO:0045191	0.00	0.00	0.00	0.00
GO:0005537	GO:0045350	0.00	0.00	0.00	0.00
GO:0005537	GO:0045415	0.00	0.00	0.00	0.00
GO:0005537	GO:0045705	0.00	0.00	0.00	0.00
GO:0005537	GO:0045829	0.00	0.00	0.00	0.00
GO:0005537	GO:0045837	0.00	0.00	0.00	0.00
GO:0005537	GO:0045936	0.00	0.00	0.00	0.00
GO:0005537	GO:0046290	0.00	0.00	0.00	0.00
GO:0005537	GO:0046607	0.00	0.00	0.00	0.00
GO:0005537	GO:0046654	0.00	0.00	0.00	0.00
GO:0005537	GO:0046942	0.00	0.00	0.00	0.00
GO:0005537	GO:0048105	0.00	0.00	0.00	0.00
GO:0005537	GO:0048349	0.00	0.00	0.00	0.00
GO:0005537	GO:0048535	0.00	0.00	0.00	0.00
GO:0005537	GO:0048844	0.00	0.00	0.00	0.00
GO:0005537	GO:0050977	0.00	0.00	0.00	0.00
GO:0005537	GO:0051178	0.00	0.00	0.00	0.00
GO:0005537	GO:0051668	0.00	0.00	0.00	0.00
GO:0005537	GO:0052100	0.00	0.00	0.00	0.00
GO:0005537	GO:0052163	0.00	0.00	0.00	0.00
GO:0005537	GO:0052191	0.00	0.00	0.00	0.00
GO:0005537	GO:0052204	0.00	0.00	0.00	0.00
GO:0005537	GO:0052704	0.00	0.00	0.00	0.00
GO:0005537	GO:0060064	0.00	0.00	0.00	0.00
GO:0005537	GO:0060287	0.00	0.00	0.00	0.00
GO:0005537	GO:0060494	0.00	0.00	0.00	0.00
GO:0005537	GO:0060522	0.00	0.00	0.00	0.00
GO:0005537	GO:0060568	0.00	0.00	0.00	0.00
GO:0005537	GO:0060645	0.00	0.00	0.00	0.00
GO:0005537	GO:0061037	0.00	0.00	0.00	0.00
GO:0005537	GO:0061126	0.00	0.00	0.00	0.00
GO:0005537	GO:0061138	0.00	0.00	0.00	0.00
GO:0005537	GO:0061235	0.00	0.00	0.00	0.00
GO:0005537	GO:0061247	0.00	0.00	0.00	0.00
GO:0005537	GO:0061324	0.00	0.00	0.00	0.00
GO:0005537	GO:0070199	0.00	0.00	0.00	0.00
GO:0005537	GO:0070221	0.00	0.00	0.00	0.00
GO:0005537	GO:0070308	0.00	0.00	0.00	0.00
GO:0005537	GO:0070368	0.00	0.00	0.00	0.00
GO:0005537	GO:0071067	0.00	0.00	0.00	0.00
GO:0005537	GO:0071141	0.00	0.00	0.00	0.00
GO:0005537	GO:0071224	0.00	0.00	0.00	0.00
GO:0005537	GO:0071430	0.00	0.00	0.00	0.00
GO:0005537	GO:0071449	0.00	0.00	0.00	0.00
GO:0005537	GO:0071460	0.00	0.00	0.00	0.00
GO:0005537	GO:0071559	0.00	0.00	0.00	0.00
GO:0005537	GO:0071969	0.00	0.00	0.00	0.00
GO:0005537	GO:0072266	0.00	0.00	0.00	0.00
GO:0005537	GO:0075109	0.00	0.00	0.00	0.00
GO:0005537	GO:0075200	0.00	0.00	0.00	0.00
GO:0005537	GO:0085000	0.00	0.00	0.00	0.00
GO:0005537	GO:0097180	0.00	0.00	0.00	0.00
GO:0005537	GO:2000174	0.00	0.00	0.00	0.00
GO:0005537	GO:2000532	0.00	0.00	0.00	0.00
GO:0005537	GO:2000545	0.00	0.00	0.00	0.00
GO:0005537	GO:2000624	0.00	0.00	0.00	0.00
GO:0005537	GO:2000651	0.00	0.00	0.00	0.00
GO:0005537	GO:2000655	0.00	0.00	0.00	0.00
GO:0005537	GO:2000684	0.00	0.00	0.00	0.00
GO:0005537	GO:2001035	0.00	0.00	0.00	0.00
GO:0005537	GO:2001243	0.00	0.00	0.00	0.00
GO:0005765	GO:0006004	0.00	0.00	0.00	0.00
GO:0005765	GO:0006051	0.00	0.00	0.00	0.00
GO:0005765	GO:0006106	0.00	0.00	0.00	0.00
GO:0005765	GO:0006172	0.00	0.00	0.00	0.00
GO:0005765	GO:0006231	0.00	0.00	0.00	0.00
GO:0005765	GO:0006633	0.00	0.00	0.00	0.00
GO:0005765	GO:0007074	0.00	0.00	0.00	0.00
GO:0005765	GO:0007284	0.00	0.00	0.00	0.00
GO:0005765	GO:0007360	0.00	0.00	0.00	0.00
GO:0005765	GO:0008388	0.00	0.00	0.00	0.00
GO:0005765	GO:0008507	0.00	0.00	0.00	0.00
GO:0005765	GO:0008527	0.00	0.00	0.00	0.00
GO:0005765	GO:0008650	0.00	0.00	0.00	0.00
GO:0005765	GO:0008832	0.00	0.00	0.00	0.00
GO:0005765	GO:0009641	0.00	0.00	0.00	0.00
GO:0005765	GO:0009718	0.00	0.00	0.00	0.00
GO:0005765	GO:0009880	0.00	0.00	0.00	0.00
GO:0005765	GO:0009888	0.00	0.00	0.00	0.00
GO:0005765	GO:0009899	0.00	0.00	0.00	0.00
GO:0005765	GO:0010088	0.00	0.00	0.00	0.00
GO:0005765	GO:0010241	0.00	0.00	0.00	0.00
GO:0005765	GO:0010491	0.00	0.00	0.00	0.00
GO:0005765	GO:0010592	0.00	0.00	0.00	0.00
GO:0005765	GO:0010625	0.00	0.00	0.00	0.00
GO:0005765	GO:0010829	0.00	0.00	0.00	0.00
GO:0005765	GO:0010835	0.00	0.00	0.00	0.00
GO:0005765	GO:0014741	0.00	0.00	0.00	0.00
GO:0005765	GO:0014834	0.00	0.00	0.00	0.00
GO:0005765	GO:0015493	0.00	0.00	0.00	0.00
GO:0005765	GO:0015859	0.00	0.00	0.00	0.00
GO:0005765	GO:0015895	0.00	0.00	0.00	0.00
GO:0005765	GO:0016043	0.00	0.00	0.00	0.00
GO:0005765	GO:0016046	0.00	0.00	0.00	0.00
GO:0005765	GO:0016113	0.00	0.00	0.00	0.00
GO:0005765	GO:0016183	0.00	0.00	0.00	0.00
GO:0005765	GO:0016203	0.00	0.00	0.00	0.00
GO:0005765	GO:0016615	0.00	0.00	0.00	0.00
GO:0005765	GO:0016638	0.00	0.00	0.00	0.00
GO:0005765	GO:0017172	0.00	0.00	0.00	0.00
GO:0005765	GO:0018012	0.00	0.00	0.00	0.00
GO:0005765	GO:0018070	0.00	0.00	0.00	0.00
GO:0005765	GO:0018185	0.00	0.00	0.00	0.00
GO:0005765	GO:0018424	0.00	0.00	0.00	0.00
GO:0005765	GO:0018608	0.00	0.00	0.00	0.00
GO:0005765	GO:0018888	0.00	0.00	0.00	0.00
GO:0005765	GO:0018915	0.00	0.00	0.00	0.00
GO:0005765	GO:0019288	0.00	0.00	0.00	0.00
GO:0005765	GO:0019406	0.00	0.00	0.00	0.00
GO:0005765	GO:0019982	0.00	0.00	0.00	0.00
GO:0005765	GO:0021512	0.00	0.00	0.00	0.00
GO:0005765	GO:0021546	0.00	0.00	0.00	0.00
GO:0005765	GO:0021626	0.00	0.00	0.00	0.00
GO:0005765	GO:0021902	0.00	0.00	0.00	0.00
GO:0005765	GO:0021935	0.00	0.00	0.00	0.00
GO:0005765	GO:0030321	0.00	0.00	0.00	0.00
GO:0005765	GO:0030507	0.00	0.00	0.00	0.00
GO:0005765	GO:0030517	0.00	0.00	0.00	0.00
GO:0005765	GO:0030968	0.00	0.00	0.00	0.00
GO:0005765	GO:0030975	0.00	0.00	0.00	0.00
GO:0005765	GO:0031055	0.00	0.00	0.00	0.00
GO:0005765	GO:0031840	0.00	0.00	0.00	0.00
GO:0005765	GO:0032018	0.00	0.00	0.00	0.00
GO:0005765	GO:0032276	0.00	0.00	0.00	0.00
GO:0005765	GO:0032446	0.00	0.00	0.00	0.00
GO:0005765	GO:0032559	0.00	0.00	0.00	0.00
GO:0005765	GO:0032564	0.00	0.00	0.00	0.00
GO:0005765	GO:0032612	0.00	0.00	0.00	0.00
GO:0005765	GO:0032677	0.00	0.00	0.00	0.00
GO:0005765	GO:0032701	0.00	0.00	0.00	0.00
GO:0005765	GO:0032803	0.00	0.00	0.00	0.00
GO:0005765	GO:0032944	0.00	0.00	0.00	0.00
GO:0005765	GO:0033013	0.00	0.00	0.00	0.00
GO:0005765	GO:0033323	0.00	0.00	0.00	0.00
GO:0005765	GO:0033537	0.00	0.00	0.00	0.00
GO:0005765	GO:0033674	0.00	0.00	0.00	0.00
GO:0005765	GO:0033746	0.00	0.00	0.00	0.00
GO:0005765	GO:0033812	0.00	0.00	0.00	0.00
GO:0005765	GO:0033859	0.00	0.00	0.00	0.00
GO:0005765	GO:0033899	0.00	0.00	0.00	0.00
GO:0005765	GO:0033939	0.00	0.00	0.00	0.00
GO:0005765	GO:0034727	0.00	0.00	0.00	0.00
GO:0005765	GO:0035089	0.00	0.00	0.00	0.00
GO:0005765	GO:0035175	0.00	0.00	0.00	0.00
GO:0005765	GO:0035626	0.00	0.00	0.00	0.00
GO:0005765	GO:0035728	0.00	0.00	0.00	0.00
GO:0005765	GO:0035906	0.00	0.00	0.00	0.00
GO:0005765	GO:0038031	0.00	0.00	0.00	0.00
GO:0005765	GO:0039510	0.00	0.00	0.00	0.00
GO:0005765	GO:0042030	0.00	0.00	0.00	0.00
GO:0005765	GO:0042077	0.00	0.00	0.00	0.00
GO:0005765	GO:0042332	0.00	0.00	0.00	0.00
GO:0005765	GO:0042429	0.00	0.00	0.00	0.00
GO:0005765	GO:0042846	0.00	0.00	0.00	0.00
GO:0005765	GO:0042942	0.00	0.00	0.00	0.00
GO:0005765	GO:0043247	0.00	0.00	0.00	0.00
GO:0005765	GO:0043532	0.00	0.00	0.00	0.00
GO:0005765	GO:0043589	0.00	0.00	0.00	0.00
GO:0005765	GO:0043761	0.00	0.00	0.00	0.00
GO:0005765	GO:0043777	0.00	0.00	0.00	0.00
GO:0005765	GO:0043978	0.00	0.00	0.00	0.00
GO:0005765	GO:0043988	0.00	0.00	0.00	0.00
GO:0005765	GO:0044064	0.00	0.00	0.00	0.00
GO:0005765	GO:0045191	0.00	0.00	0.00	0.00
GO:0005765	GO:0045350	0.00	0.00	0.00	0.00
GO:0005765	GO:0045415	0.00	0.00	0.00	0.00
GO:0005765	GO:0045499	0.00	0.00	0.00	0.00
GO:0005765	GO:0045705	0.00	0.00	0.00	0.00
GO:0005765	GO:0045829	0.00	0.00	0.00	0.00
GO:0005765	GO:0045837	0.00	0.00	0.00	0.00
GO:0005765	GO:0045936	0.00	0.00	0.00	0.00
GO:0005765	GO:0046290	0.00	0.00	0.00	0.00
GO:0005765	GO:0046607	0.00	0.00	0.00	0.00
GO:0005765	GO:0046654	0.00	0.00	0.00	0.00
GO:0005765	GO:0046942	0.00	0.00	0.00	0.00
GO:0005765	GO:0047056	0.00	0.00	0.00	0.00
GO:0005765	GO:0047110	0.00	0.00	0.00	0.00
GO:0005765	GO:0047177	0.00	0.00	0.00	0.00
GO:0005765	GO:0047259	0.00	0.00	0.00	0.00
GO:0005765	GO:0047447	0.00	0.00	0.00	0.00
GO:0005765	GO:0047531	0.00	0.00	0.00	0.00
GO:0005765	GO:0047700	0.00	0.00	0.00	0.00
GO:0005765	GO:0047704	0.00	0.00	0.00	0.00
GO:0005765	GO:0048105	0.00	0.00	0.00	0.00
GO:0005765	GO:0048349	0.00	0.00	0.00	0.00
GO:0005765	GO:0048535	0.00	0.00	0.00	0.00
GO:0005765	GO:0048844	0.00	0.00	0.00	0.00
GO:0005765	GO:0050290	0.00	0.00	0.00	0.00
GO:0005765	GO:0050439	0.00	0.00	0.00	0.00
GO:0005765	GO:0050564	0.00	0.00	0.00	0.00
GO:0005765	GO:0050635	0.00	0.00	0.00	0.00
GO:0005765	GO:0050642	0.00	0.00	0.00	0.00
GO:0005765	GO:0050977	0.00	0.00	0.00	0.00
GO:0005765	GO:0051178	0.00	0.00	0.00	0.00
GO:0005765	GO:0051668	0.00	0.00	0.00	0.00
GO:0005765	GO:0052100	0.00	0.00	0.00	0.00
GO:0005765	GO:0052163	0.00	0.00	0.00	0.00
GO:0005765	GO:0052191	0.00	0.00	0.00	0.00
GO:0005765	GO:0052204	0.00	0.00	0.00	0.00
GO:0005765	GO:0052704	0.00	0.00	0.00	0.00
GO:0005765	GO:0052761	0.00	0.00	0.00	0.00
GO:0005765	GO:0060064	0.00	0.00	0.00	0.00
GO:0005765	GO:0060287	0.00	0.00	0.00	0.00
GO:0005765	GO:0060494	0.00	0.00	0.00	0.00
GO:0005765	GO:0060522	0.00	0.00	0.00	0.00
GO:0005765	GO:0060568	0.00	0.00	0.00	0.00
GO:0005765	GO:0060645	0.00	0.00	0.00	0.00
GO:0005765	GO:0061037	0.00	0.00	0.00	0.00
GO:0005765	GO:0061126	0.00	0.00	0.00	0.00
GO:0005765	GO:0061138	0.00	0.00	0.00	0.00
GO:0005765	GO:0061235	0.00	0.00	0.00	0.00
GO:0005765	GO:0061247	0.00	0.00	0.00	0.00
GO:0005765	GO:0061324	0.00	0.00	0.00	0.00
GO:0005765	GO:0070199	0.00	0.00	0.00	0.00
GO:0005765	GO:0070221	0.00	0.00	0.00	0.00
GO:0005765	GO:0070308	0.00	0.00	0.00	0.00
GO:0005765	GO:0070368	0.00	0.00	0.00	0.00
GO:0005765	GO:0071224	0.00	0.00	0.00	0.00
GO:0005765	GO:0071430	0.00	0.00	0.00	0.00
GO:0005765	GO:0071449	0.00	0.00	0.00	0.00
GO:0005765	GO:0071460	0.00	0.00	0.00	0.00
GO:0005765	GO:0071559	0.00	0.00	0.00	0.00
GO:0005765	GO:0071969	0.00	0.00	0.00	0.00
GO:0005765	GO:0072266	0.00	0.00	0.00	0.00
GO:0005765	GO:0075109	0.00	0.00	0.00	0.00
GO:0005765	GO:0075200	0.00	0.00	0.00	0.00
GO:0005765	GO:0085000	0.00	0.00	0.00	0.00
GO:0005765	GO:0097099	0.00	0.00	0.00	0.00
GO:0005765	GO:2000174	0.00	0.00	0.00	0.00
GO:0005765	GO:2000532	0.00	0.00	0.00	0.00
GO:0005765	GO:2000545	0.00	0.00	0.00	0.00
GO:0005765	GO:2000624	0.00	0.00	0.00	0.00
GO:0005765	GO:2000651	0.00	0.00	0.00	0.00
GO:0005765	GO:2000655	0.00	0.00	0.00	0.00
GO:0005765	GO:2000684	0.00	0.00	0.00	0.00
GO:0005765	GO:2001035	0.00	0.00	0.00	0.00
GO:0005765	GO:2001243	0.00	0.00	0.00	0.00
GO:0006051	GO:0008388	0.00	0.00	0.00	0.00
GO:0006051	GO:0008507	0.00	0.00	0.00	0.00
GO:0006051	GO:0008527	0.00	0.00	0.00	0.00
GO:0006051	GO:0008650	0.00	0.00	0.00	0.00
GO:0006051	GO:0008832	0.00	0.00	0.00	0.00
GO:0006051	GO:0009899	0.00	0.00	0.00	0.00
GO:0006051	GO:0010491	0.00	0.00	0.00	0.00
GO:0006051	GO:0015493	0.00	0.00	0.00	0.00
GO:0006051	GO:0016281	0.00	0.00	0.00	0.00
GO:0006051	GO:0016615	0.00	0.00	0.00	0.00
GO:0006051	GO:0016638	0.00	0.00	0.00	0.00
GO:0006051	GO:0017172	0.00	0.00	0.00	0.00
GO:0006051	GO:0018608	0.00	0.00	0.00	0.00
GO:0006051	GO:0019773	0.00	0.00	0.00	0.00
GO:0006051	GO:0019982	0.00	0.00	0.00	0.00
GO:0006051	GO:0030056	0.00	0.00	0.00	0.00
GO:0006051	GO:0030507	0.00	0.00	0.00	0.00
GO:0006051	GO:0030975	0.00	0.00	0.00	0.00
GO:0006051	GO:0031027	0.00	0.00	0.00	0.00
GO:0006051	GO:0031361	0.00	0.00	0.00	0.00
GO:0006051	GO:0031840	0.00	0.00	0.00	0.00
GO:0006051	GO:0032018	0.00	0.00	0.00	0.00
GO:0006051	GO:0032151	0.00	0.00	0.00	0.00
GO:0006051	GO:0032170	0.00	0.00	0.00	0.00
GO:0006051	GO:0032559	0.00	0.00	0.00	0.00
GO:0006051	GO:0032564	0.00	0.00	0.00	0.00
GO:0006051	GO:0032585	0.00	0.00	0.00	0.00
GO:0006051	GO:0033746	0.00	0.00	0.00	0.00
GO:0006051	GO:0033812	0.00	0.00	0.00	0.00
GO:0006051	GO:0033899	0.00	0.00	0.00	0.00
GO:0006051	GO:0033939	0.00	0.00	0.00	0.00
GO:0006051	GO:0035175	0.00	0.00	0.00	0.00
GO:0006051	GO:0035796	0.00	0.00	0.00	0.00
GO:0006051	GO:0042030	0.00	0.00	0.00	0.00
GO:0006051	GO:0042642	0.00	0.00	0.00	0.00
GO:0006051	GO:0043384	0.00	0.00	0.00	0.00
GO:0006051	GO:0043513	0.00	0.00	0.00	0.00
GO:0006051	GO:0043532	0.00	0.00	0.00	0.00
GO:0006051	GO:0043761	0.00	0.00	0.00	0.00
GO:0006051	GO:0043777	0.00	0.00	0.00	0.00
GO:0006051	GO:0045499	0.00	0.00	0.00	0.00
GO:0006051	GO:0047056	0.00	0.00	0.00	0.00
GO:0006051	GO:0047110	0.00	0.00	0.00	0.00
GO:0006051	GO:0047177	0.00	0.00	0.00	0.00
GO:0006051	GO:0047259	0.00	0.00	0.00	0.00
GO:0006051	GO:0047447	0.00	0.00	0.00	0.00
GO:0006051	GO:0047531	0.00	0.00	0.00	0.00
GO:0006051	GO:0047700	0.00	0.00	0.00	0.00
GO:0006051	GO:0047704	0.00	0.00	0.00	0.00
GO:0006051	GO:0050290	0.00	0.00	0.00	0.00
GO:0006051	GO:0050439	0.00	0.00	0.00	0.00
GO:0006051	GO:0050564	0.00	0.00	0.00	0.00
GO:0006051	GO:0050635	0.00	0.00	0.00	0.00
GO:0006051	GO:0050642	0.00	0.00	0.00	0.00
GO:0006051	GO:0052761	0.00	0.00	0.00	0.00
GO:0006051	GO:0071067	0.00	0.00	0.00	0.00
GO:0006051	GO:0071141	0.00	0.00	0.00	0.00
GO:0006051	GO:0097099	0.00	0.00	0.00	0.00
GO:0006051	GO:0097180	0.00	0.00	0.00	0.00
GO:0006106	GO:0008388	0.00	0.00	0.00	0.00
GO:0006106	GO:0008507	0.00	0.00	0.00	0.00
GO:0006106	GO:0008527	0.00	0.00	0.00	0.00
GO:0006106	GO:0008650	0.00	0.00	0.00	0.00
GO:0006106	GO:0008832	0.00	0.00	0.00	0.00
GO:0006106	GO:0009899	0.00	0.00	0.00	0.00
GO:0006106	GO:0010491	0.00	0.00	0.00	0.00
GO:0006106	GO:0015493	0.00	0.00	0.00	0.00
GO:0006106	GO:0016281	0.00	0.00	0.00	0.00
GO:0006106	GO:0016615	0.00	0.00	0.00	0.00
GO:0006106	GO:0016638	0.00	0.00	0.00	0.00
GO:0006106	GO:0017172	0.00	0.00	0.00	0.00
GO:0006106	GO:0018608	0.00	0.00	0.00	0.00
GO:0006106	GO:0019773	0.00	0.00	0.00	0.00
GO:0006106	GO:0019982	0.00	0.00	0.00	0.00
GO:0006106	GO:0030056	0.00	0.00	0.00	0.00
GO:0006106	GO:0030507	0.00	0.00	0.00	0.00
GO:0006106	GO:0030975	0.00	0.00	0.00	0.00
GO:0006106	GO:0031027	0.00	0.00	0.00	0.00
GO:0006106	GO:0031361	0.00	0.00	0.00	0.00
GO:0006106	GO:0031840	0.00	0.00	0.00	0.00
GO:0006106	GO:0032018	0.00	0.00	0.00	0.00
GO:0006106	GO:0032151	0.00	0.00	0.00	0.00
GO:0006106	GO:0032170	0.00	0.00	0.00	0.00
GO:0006106	GO:0032559	0.00	0.00	0.00	0.00
GO:0006106	GO:0032564	0.00	0.00	0.00	0.00
GO:0006106	GO:0032585	0.00	0.00	0.00	0.00
GO:0006106	GO:0033746	0.00	0.00	0.00	0.00
GO:0006106	GO:0033812	0.00	0.00	0.00	0.00
GO:0006106	GO:0033899	0.00	0.00	0.00	0.00
GO:0006106	GO:0033939	0.00	0.00	0.00	0.00
GO:0006106	GO:0035175	0.00	0.00	0.00	0.00
GO:0006106	GO:0035796	0.00	0.00	0.00	0.00
GO:0006106	GO:0042030	0.00	0.00	0.00	0.00
GO:0006106	GO:0042642	0.00	0.00	0.00	0.00
GO:0006106	GO:0043384	0.00	0.00	0.00	0.00
GO:0006106	GO:0043513	0.00	0.00	0.00	0.00
GO:0006106	GO:0043532	0.00	0.00	0.00	0.00
GO:0006106	GO:0043761	0.00	0.00	0.00	0.00
GO:0006106	GO:0043777	0.00	0.00	0.00	0.00
GO:0006106	GO:0045499	0.00	0.00	0.00	0.00
GO:0006106	GO:0047056	0.00	0.00	0.00	0.00
GO:0006106	GO:0047110	0.00	0.00	0.00	0.00
GO:0006106	GO:0047177	0.00	0.00	0.00	0.00
GO:0006106	GO:0047259	0.00	0.00	0.00	0.00
GO:0006106	GO:0047447	0.00	0.00	0.00	0.00
GO:0006106	GO:0047531	0.00	0.00	0.00	0.00
GO:0006106	GO:0047700	0.00	0.00	0.00	0.00
GO:0006106	GO:0047704	0.00	0.00	0.00	0.00
GO:0006106	GO:0050290	0.00	0.00	0.00	0.00
GO:0006106	GO:0050439	0.00	0.00	0.00	0.00
GO:0006106	GO:0050564	0.00	0.00	0.00	0.00
GO:0006106	GO:0050635	0.00	0.00	0.00	0.00
GO:0006106	GO:0050642	0.00	0.00	0.00	0.00
GO:0006106	GO:0052761	0.00	0.00	0.00	0.00
GO:0006106	GO:0071067	0.00	0.00	0.00	0.00
GO:0006106	GO:0071141	0.00	0.00	0.00	0.00
GO:0006106	GO:0097099	0.00	0.00	0.00	0.00
GO:0006106	GO:0097180	0.00	0.00	0.00	0.00
GO:0005819	GO:0006004	0.00	0.00	0.00	0.00
GO:0005819	GO:0006051	0.00	0.00	0.00	0.00
GO:0005819	GO:0006106	0.00	0.00	0.00	0.00
GO:0005819	GO:0006172	0.00	0.00	0.00	0.00
GO:0005819	GO:0006231	0.00	0.00	0.00	0.00
GO:0005819	GO:0006633	0.00	0.00	0.00	0.00
GO:0005819	GO:0007074	0.00	0.00	0.00	0.00
GO:0005819	GO:0007284	0.00	0.00	0.00	0.00
GO:0005819	GO:0007360	0.00	0.00	0.00	0.00
GO:0005819	GO:0008388	0.00	0.00	0.00	0.00
GO:0005819	GO:0008507	0.00	0.00	0.00	0.00
GO:0005819	GO:0008527	0.00	0.00	0.00	0.00
GO:0005819	GO:0008650	0.00	0.00	0.00	0.00
GO:0005819	GO:0008832	0.00	0.00	0.00	0.00
GO:0005819	GO:0009641	0.00	0.00	0.00	0.00
GO:0005819	GO:0009718	0.00	0.00	0.00	0.00
GO:0005819	GO:0009880	0.00	0.00	0.00	0.00
GO:0005819	GO:0009888	0.00	0.00	0.00	0.00
GO:0005819	GO:0009899	0.00	0.00	0.00	0.00
GO:0005819	GO:0010088	0.00	0.00	0.00	0.00
GO:0005819	GO:0010241	0.00	0.00	0.00	0.00
GO:0005819	GO:0010491	0.00	0.00	0.00	0.00
GO:0005819	GO:0010592	0.00	0.00	0.00	0.00
GO:0005819	GO:0010625	0.00	0.00	0.00	0.00
GO:0005819	GO:0010829	0.00	0.00	0.00	0.00
GO:0005819	GO:0010835	0.00	0.00	0.00	0.00
GO:0005819	GO:0014741	0.00	0.00	0.00	0.00
GO:0005819	GO:0014834	0.00	0.00	0.00	0.00
GO:0005819	GO:0015493	0.00	0.00	0.00	0.00
GO:0005819	GO:0015859	0.00	0.00	0.00	0.00
GO:0005819	GO:0015895	0.00	0.00	0.00	0.00
GO:0005819	GO:0016043	0.00	0.00	0.00	0.00
GO:0005819	GO:0016046	0.00	0.00	0.00	0.00
GO:0005819	GO:0016113	0.00	0.00	0.00	0.00
GO:0005819	GO:0016183	0.00	0.00	0.00	0.00
GO:0005819	GO:0016203	0.00	0.00	0.00	0.00
GO:0005819	GO:0016615	0.00	0.00	0.00	0.00
GO:0005819	GO:0016638	0.00	0.00	0.00	0.00
GO:0005819	GO:0017172	0.00	0.00	0.00	0.00
GO:0005819	GO:0018012	0.00	0.00	0.00	0.00
GO:0005819	GO:0018070	0.00	0.00	0.00	0.00
GO:0005819	GO:0018185	0.00	0.00	0.00	0.00
GO:0005819	GO:0018424	0.00	0.00	0.00	0.00
GO:0005819	GO:0018608	0.00	0.00	0.00	0.00
